"","subject_ids","num_class","diff_species","choice","propvote","classification_id","Imj1","Imj2","Img3","ForestName","species"
"12",31428329,5,2,"SOMETHINGHERE",0.6,188231876,"11_13_BC_000043.JPG","11_13_BC_000044.JPG","11_13_BC_000045.JPG","BC","SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SQUIRRELGRAY, SQUIRRELGRAY"
"13",31428331,5,2,"SOMETHINGHERE",0.2,197614357,"11_13_BC_000049.JPG","11_13_BC_000050.JPG","11_13_BC_000051.JPG","BC","SOMETHINGHERE"
"14",31428332,5,2,"NOTHINGHERE",0.2,190477991,"11_13_BC_000052.JPG","11_13_BC_000053.JPG","11_13_BC_000054.JPG","BC","NOTHINGHERE"
"15",31428333,5,2,"SOMETHINGHERE",0.6,188560549,"11_13_BC_000055.JPG","11_13_BC_000056.JPG","11_13_BC_000057.JPG","BC","NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"16",31428336,5,2,"SQUIRRELGRAY",0.6,187209743,"11_13_BC_000064.JPG","11_13_BC_000065.JPG","11_13_BC_000066.JPG","BC","NOTHINGHERE, NOTHINGHERE, SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELGRAY"
"17",31428338,5,4,"PORCUPINE",0.4,187457042,"11_13_BC_000070.JPG","11_13_BC_000071.JPG","11_13_BC_000072.JPG","BC","NOTHINGHERE, PORCUPINE, PORCUPINE, RACCOON, SOMETHINGHERE"
"18",31428347,5,2,"SOMETHINGHERE",0.2,191392417,"11_13_BC_000097.JPG","11_13_BC_000098.JPG","11_13_BC_000099.JPG","BC","SOMETHINGHERE"
"19",31428348,5,3,"SQUIRRELGRAY",0.6,191481106,"11_13_BC_000100.JPG","11_13_BC_000101.JPG","11_13_BC_000102.JPG","BC","NOTHINGHERE, SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELRED"
"20",31428352,5,2,"OTHERSMALLMAMMAL",0.2,189344822,"11_13_BC_000112.JPG","11_13_BC_000113.JPG","11_13_BC_000114.JPG","BC","OTHERSMALLMAMMAL"
"21",31428355,5,2,"NOTHINGHERE",0.2,190486116,"11_13_BC_000124.JPG","11_13_BC_000125.JPG","11_13_BC_000126.JPG","BC","NOTHINGHERE"
"22",31428361,5,2,"VULTURE",0.2,190333357,"11_13_BC_000142.JPG","11_13_BC_000143.JPG","11_13_BC_000144.JPG","BC","VULTURE"
"23",31428364,4,3,"PORCUPINE",0.5,188175138,"11_13_BC_000151.JPG","11_13_BC_000152.JPG","11_13_BC_000153.JPG","BC","NOTHINGHERE, PORCUPINE, PORCUPINE, SOMETHINGHERE"
"24",31428368,5,3,"SOMETHINGHERE",0.6,189899330,"11_13_BC_000163.JPG","11_13_BC_000164.JPG","11_13_BC_000165.JPG","BC","GROUSERUFFED, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"25",31428369,5,2,"WEASEL",0.2,205681553,"11_13_BC_000166.JPG","11_13_BC_000167.JPG","11_13_BC_000168.JPG","BC","WEASEL"
"26",31428370,5,3,"SOMETHINGHERE",0.4,189888353,"11_13_BC_000169.JPG","11_13_BC_000170.JPG","11_13_BC_000171.JPG","BC","MINK, SOMETHINGHERE, SOMETHINGHERE, WEASEL, WEASEL"
"27",31428374,5,3,"FISHER",0.4,189170647,"11_13_BC_000181.JPG","11_13_BC_000182.JPG","11_13_BC_000183.JPG","BC","FISHER, FISHER, FOXGRAY, SOMETHINGHERE, SOMETHINGHERE"
"28",31428376,5,2,"NOTHINGHERE",0.2,201916496,"11_13_BC_000187.JPG","11_13_BC_000188.JPG","11_13_BC_000189.JPG","BC","NOTHINGHERE"
"29",31428382,4,2,"SOMETHINGHERE",0.75,187729363,"11_13_BC_000205.JPG","11_13_BC_000206.JPG","11_13_BC_000207.JPG","BC","NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"30",31428387,5,2,"NOTHINGHERE",0.6,187767552,"11_13_BC_000220.JPG","11_13_BC_000221.JPG","11_13_BC_000222.JPG","BC","DEERWHITETAILED, DEERWHITETAILED, NOTHINGHERE, NOTHINGHERE, NOTHINGHERE"
"31",31428390,5,2,"OTHERSMALLMAMMAL",0.2,189945435,"11_13_BC_000229.JPG","11_13_BC_000230.JPG","11_13_BC_000231.JPG","BC","OTHERSMALLMAMMAL"
"32",31428391,5,2,"NOTHINGHERE",0.2,189695671,"11_13_BC_000232.JPG","11_13_BC_000233.JPG","11_13_BC_000234.JPG","BC","NOTHINGHERE"
"33",31428392,5,2,"NOTHINGHERE",0.166666666666667,190193935,"11_13_BC_000235.JPG","11_13_BC_000236.JPG","11_13_BC_000237.JPG","BC","NOTHINGHERE"
"34",31428393,5,2,"GROUSERUFFED",0.2,205359306,"11_13_BC_000238.JPG","11_13_BC_000239.JPG","11_13_BC_000240.JPG","BC","GROUSERUFFED"
"35",31428398,5,2,"NOTHINGHERE",0.2,189443240,"11_13_BC_000253.JPG","11_13_BC_000254.JPG","11_13_BC_000255.JPG","BC","NOTHINGHERE"
"36",31428409,5,2,"SQUIRRELGRAY",0.2,190490269,"14_22_DON_000001.JPG","14_22_DON_000002.JPG","14_22_DON_000003.JPG","DON","SQUIRRELGRAY"
"37",31428410,5,2,"DEERWHITETAILED",0.6,190724197,"14_22_DON_000004.JPG","14_22_DON_000005.JPG","14_22_DON_000006.JPG","DON","DEERWHITETAILED, DEERWHITETAILED, DEERWHITETAILED, SOMETHINGHERE, SOMETHINGHERE"
"38",31428414,5,2,"NOTHINGHERE",0.2,193029226,"14_22_DON_000016.JPG","14_22_DON_000017.JPG","14_22_DON_000018.JPG","DON","NOTHINGHERE"
"39",31428430,5,3,"SOMETHINGHERE",0.6,188964915,"14_22_DON_000064.JPG","14_22_DON_000065.JPG","14_22_DON_000066.JPG","DON","FOXGRAY, FOXRED, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"40",31428433,5,3,"NOTHINGHERE",0.6,190068163,"14_22_DON_000073.JPG","14_22_DON_000074.JPG","14_22_DON_000075.JPG","DON","DEERWHITETAILED, NOTHINGHERE, NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE"
"41",31428442,5,3,"FOXRED",0.6,187606562,"14_22_DON_000100.JPG","14_22_DON_000101.JPG","14_22_DON_000102.JPG","DON","FOXGRAY, FOXRED, FOXRED, FOXRED, SOMETHINGHERE"
"42",31428446,5,2,"FOXRED",0.6,188662837,"14_22_DON_000112.JPG","14_22_DON_000113.JPG","14_22_DON_000114.JPG","DON","FOXGRAY, FOXGRAY, FOXRED, FOXRED, FOXRED"
"43",31428448,5,2,"COYOTE",0.6,187458131,"14_22_DON_000118.JPG","14_22_DON_000119.JPG","14_22_DON_000120.JPG","DON","COYOTE, COYOTE, COYOTE, DEERWHITETAILED, DEERWHITETAILED"
"44",31428460,5,2,"NOTHINGHERE",0.2,192543643,"15_14_DEG_000031.JPG","15_14_DEG_000032.JPG","15_14_DEG_000033.JPG","DEG","NOTHINGHERE"
"45",31428465,5,2,"SOMETHINGHERE",0.6,190173817,"15_14_DEG_000046.JPG","15_14_DEG_000047.JPG","15_14_DEG_000048.JPG","DEG","DEERWHITETAILED, DEERWHITETAILED, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"46",31428467,5,2,"SOMETHINGHERE",0.6,188659662,"15_14_DEG_000052.JPG","15_14_DEG_000053.JPG","15_14_DEG_000054.JPG","DEG","DEERWHITETAILED, DEERWHITETAILED, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"47",31428468,5,3,"DEERWHITETAILED",0.6,189169702,"15_14_DEG_000055.JPG","15_14_DEG_000056.JPG","15_14_DEG_000057.JPG","DEG","COYOTE, DEERWHITETAILED, DEERWHITETAILED, DEERWHITETAILED, SOMETHINGHERE"
"48",31428478,5,2,"NOTHINGHERE",0.2,190463046,"15_14_DEG_000085.JPG","15_14_DEG_000086.JPG","15_14_DEG_000087.JPG","DEG","NOTHINGHERE"
"49",31428488,4,3,"BLACKBEAR",0.5,188170523,"15_14_DEG_000118.JPG","15_14_DEG_000119.JPG","15_14_DEG_000120.JPG","DEG","BLACKBEAR, BLACKBEAR, DEERWHITETAILED, SOMETHINGHERE"
"50",31428490,5,2,"SOMETHINGHERE",0.2,190696452,"15_14_DEG_000124.JPG","15_14_DEG_000125.JPG","15_14_DEG_000126.JPG","DEG","SOMETHINGHERE"
"51",31428499,5,2,"SOMETHINGHERE",0.6,190336468,"15_14_DEG_000154.JPG","15_14_DEG_000155.JPG","15_14_DEG_000156.JPG","DEG","NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"52",31428520,5,2,"SOMETHINGHERE",0.2,187428190,"15_14_DEG_000217.JPG","15_14_DEG_000218.JPG","15_14_DEG_000219.JPG","DEG","SOMETHINGHERE"
"53",31428523,5,2,"NOTHINGHERE",0.2,189446032,"15_14_DEG_000226.JPG","15_14_DEG_000227.JPG","15_14_DEG_000228.JPG","DEG","NOTHINGHERE"
"54",31428547,5,3,"SOMETHINGHERE",0.6,188263578,"17_24_BC_000055.JPG","17_24_BC_000056.JPG","17_24_BC_000057.JPG","BC","OTHERBIRD, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SQUIRRELGRAY"
"55",31428551,5,2,"SOMETHINGHERE",0.2,189869607,"17_24_BC_000067.JPG","17_24_BC_000068.JPG","17_24_BC_000069.JPG","BC","SOMETHINGHERE"
"56",31428552,5,2,"SQUIRRELGRAY",0.2,187912900,"17_24_BC_000070.JPG","17_24_BC_000071.JPG","17_24_BC_000072.JPG","BC","SQUIRRELGRAY"
"57",31428562,5,2,"DEERWHITETAILED",0.2,187452505,"17_24_BC_000100.JPG","17_24_BC_000101.JPG","17_24_BC_000102.JPG","BC","DEERWHITETAILED"
"58",31428572,5,2,"NOTHINGHERE",0.2,190437729,"17_24_BC_000130.JPG","17_24_BC_000131.JPG","17_24_BC_000132.JPG","BC","NOTHINGHERE"
"59",31428579,5,2,"SOMETHINGHERE",0.2,187607791,"17_24_BC_000151.JPG","17_24_BC_000152.JPG","17_24_BC_000153.JPG","BC","SOMETHINGHERE"
"60",31428586,5,2,"NOTHINGHERE",0.2,190698279,"17_24_BC_000172.JPG","17_24_BC_000173.JPG","17_24_BC_000174.JPG","BC","NOTHINGHERE"
"61",31428593,5,3,"DEERWHITETAILED",0.4,188514738,"17_24_BC_000193.JPG","17_24_BC_000194.JPG","17_24_BC_000195.JPG","BC","DEERWHITETAILED, DEERWHITETAILED, NOTHINGHERE, NOTHINGHERE, OTHERDOMESTICSTOCK"
"62",31428595,5,2,"NOTHINGHERE",0.2,202387446,"17_24_BC_000199.JPG","17_24_BC_000200.JPG","17_24_BC_000201.JPG","BC","NOTHINGHERE"
"63",31428601,5,2,"BLACKBEAR",0.2,190507079,"17_24_BC_000217.JPG","17_24_BC_000218.JPG","17_24_BC_000219.JPG","BC","BLACKBEAR"
"64",31428606,5,2,"NOTHINGHERE",0.2,190462904,"17_24_BC_000232.JPG","17_24_BC_000233.JPG","17_24_BC_000234.JPG","BC","NOTHINGHERE"
"65",31428607,5,3,"DEERWHITETAILED",0.4,190176661,"17_24_BC_000235.JPG","17_24_BC_000236.JPG","17_24_BC_000237.JPG","BC","DEERWHITETAILED, DEERWHITETAILED, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"66",31428614,5,2,"COYOTE",0.2,208800357,"17_24_BC_000256.JPG","17_24_BC_000257.JPG","17_24_BC_000258.JPG","BC","COYOTE"
"67",31428616,5,3,"SOMETHINGHERE",0.6,187214014,"17_24_BC_000262.JPG","17_24_BC_000263.JPG","17_24_BC_000264.JPG","BC","PORCUPINE, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SQUIRRELGRAY"
"68",31428617,5,3,"SQUIRRELGRAY",0.6,189001292,"17_24_BC_000265.JPG","17_24_BC_000266.JPG","17_24_BC_000267.JPG","BC","CHIPMUNK, COTTONTAILRABBIT, SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELGRAY"
"69",31428618,4,2,"SQUIRRELGRAY",0.5,189445420,"17_24_BC_000268.JPG","17_24_BC_000269.JPG","17_24_BC_000270.JPG","BC","SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELRED, SQUIRRELRED"
"70",31428621,5,2,"FISHER",0.6,188042967,"18_16_WHIP_000004.JPG","18_16_WHIP_000005.JPG","18_16_WHIP_000006.JPG","WHIP","FISHER, FISHER, FISHER, SOMETHINGHERE, SOMETHINGHERE"
"71",31428622,5,2,"NOTHINGHERE",0.2,204486129,"18_16_WHIP_000007.JPG","18_16_WHIP_000008.JPG","18_16_WHIP_000009.JPG","WHIP","NOTHINGHERE"
"72",31428623,5,2,"SOMETHINGHERE",0.2,190197361,"18_16_WHIP_000010.JPG","18_16_WHIP_000011.JPG","18_16_WHIP_000012.JPG","WHIP","SOMETHINGHERE"
"73",31428624,5,2,"SOMETHINGHERE",0.2,188981506,"18_16_WHIP_000013.JPG","18_16_WHIP_000014.JPG","18_16_WHIP_000015.JPG","WHIP","SOMETHINGHERE"
"74",31428633,5,3,"FISHER",0.6,197641902,"18_16_WHIP_000040.JPG","18_16_WHIP_000041.JPG","18_16_WHIP_000042.JPG","WHIP","FISHER, FISHER, FISHER, PORCUPINE, SOMETHINGHERE"
"75",31428637,5,2,"NOTHINGHERE",0.2,190460101,"18_16_WHIP_000052.JPG","18_16_WHIP_000053.JPG","18_16_WHIP_000054.JPG","WHIP","NOTHINGHERE"
"76",31428643,5,2,"HUMAN",0.6,188263028,"21_21_DON_0001.JPG","21_21_DON_0002.JPG",NA,"DON","HUMAN, HUMAN, HUMAN, SOMETHINGHERE, SOMETHINGHERE"
"77",31428644,5,4,"FOXRED",0.4,187453603,"21_21_DON_0003.JPG","21_21_DON_0004.JPG","21_21_DON_0005.JPG","DON","COYOTE, FOXGRAY, FOXRED, FOXRED, SOMETHINGHERE"
"78",31428652,5,3,"FOXGRAY",0.4,189943228,"21_21_DON_0030.JPG","21_21_DON_0031.JPG","21_21_DON_0032.JPG","DON","COYOTE, FOXGRAY, FOXGRAY, FOXRED, FOXRED"
"79",31428654,5,2,"FOXGRAY",0.2,190528767,"21_21_DON_0036.JPG","21_21_DON_0037.JPG","21_21_DON_0038.JPG","DON","FOXGRAY"
"80",31428655,5,2,"SOMETHINGHERE",0.2,209136100,"21_21_DON_0039.JPG","21_21_DON_0040.JPG","21_21_DON_0041.JPG","DON","SOMETHINGHERE"
"81",31428656,5,2,"SOMETHINGHERE",0.2,201592367,"21_21_DON_0042.JPG","21_21_DON_0043.JPG","21_21_DON_0044.JPG","DON","SOMETHINGHERE"
"82",31428684,5,2,"SOMETHINGHERE",0.2,194788447,"21_21_DON_0126.JPG","21_21_DON_0127.JPG","21_21_DON_0128.JPG","DON","SOMETHINGHERE"
"83",31428686,5,2,"DEERWHITETAILED",0.2,188226718,"21_21_DON_0132.JPG","21_21_DON_0133.JPG","21_21_DON_0134.JPG","DON","DEERWHITETAILED"
"84",31428698,5,3,"GROUSERUFFED",0.4,189543136,"21_21_DON_0168.JPG","21_21_DON_0169.JPG","21_21_DON_0170.JPG","DON","GROUSERUFFED, GROUSERUFFED, OTHERBIRD, SOMETHINGHERE, SOMETHINGHERE"
"85",31428703,5,2,"FOXRED",0.2,190373604,"22_18_WF_0001.JPG","22_18_WF_0002.JPG","22_18_WF_0003.JPG","WF","FOXRED"
"86",31428704,5,2,"MINK",0.166666666666667,190523201,"22_18_WF_0004.JPG","22_18_WF_0005.JPG","22_18_WF_0006.JPG","WF","MINK"
"87",31428705,5,2,"FISHER",0.2,192284433,"22_18_WF_0007.JPG","22_18_WF_0008.JPG","22_18_WF_0009.JPG","WF","FISHER"
"88",31428706,5,2,"FISHER",0.6,188881048,"22_18_WF_0010.JPG","22_18_WF_0011.JPG","22_18_WF_0012.JPG","WF","FISHER, FISHER, FISHER, SOMETHINGHERE, SOMETHINGHERE"
"89",31428707,5,2,"MINK",0.2,190463288,"22_18_WF_0013.JPG","22_18_WF_0014.JPG","22_18_WF_0015.JPG","WF","MINK"
"90",31428709,5,2,"SOMETHINGHERE",0.2,195180363,"22_18_WF_0019.JPG","22_18_WF_0020.JPG","22_18_WF_0021.JPG","WF","SOMETHINGHERE"
"91",31428714,5,2,"SOMETHINGHERE",0.2,190693512,"22_18_WF_0037.JPG","22_18_WF_0038.JPG","22_18_WF_0039.JPG","WF","SOMETHINGHERE"
"92",31428719,5,3,"FISHER",0.6,188837311,"22_18_WF_0052.JPG","22_18_WF_0053.JPG","22_18_WF_0054.JPG","WF","AMERICANPINEMARTEN, FISHER, FISHER, FISHER, SOMETHINGHERE"
"93",31428723,5,2,"COYOTE",0.6,191013780,"22_18_WF_0064.JPG","22_18_WF_0065.JPG","22_18_WF_0066.JPG","WF","COYOTE, COYOTE, COYOTE, SOMETHINGHERE, SOMETHINGHERE"
"94",31428729,5,4,"COYOTE",0.4,189687759,"22_18_WF_0082.JPG","22_18_WF_0083.JPG","22_18_WF_0084.JPG","WF","COYOTE, COYOTE, DEERWHITETAILED, FOXRED, MOUNTAINLION"
"95",31428730,5,3,"COYOTE",0.4,187609674,"22_18_WF_0085.JPG","22_18_WF_0086.JPG","22_18_WF_0087.JPG","WF","COYOTE, COYOTE, FOXRED, SOMETHINGHERE, SOMETHINGHERE"
"96",31428734,5,2,"DEERWHITETAILED",0.666666666666667,187608372,"22_18_WF_0097.JPG","22_18_WF_0098.JPG","22_18_WF_0099.JPG","WF","DEERWHITETAILED, DEERWHITETAILED, DEERWHITETAILED, DEERWHITETAILED, NOTHINGHERE, NOTHINGHERE"
"97",31428735,5,2,"NOTHINGHERE",0.2,190488962,"22_18_WF_0100.JPG","22_18_WF_0101.JPG","22_18_WF_0102.JPG","WF","NOTHINGHERE"
"98",31428736,5,3,"DEERWHITETAILED",0.6,188798777,"22_18_WF_0103.JPG","22_18_WF_0104.JPG","22_18_WF_0105.JPG","WF","DEERWHITETAILED, DEERWHITETAILED, DEERWHITETAILED, NOTHINGHERE, SOMETHINGHERE"
"99",31428739,5,2,"AMERICANPINEMARTEN",0.2,187893530,"22_18_WF_0112.JPG","22_18_WF_0113.JPG","22_18_WF_0114.JPG","WF","AMERICANPINEMARTEN"
"100",31428740,5,3,"FISHER",0.5,188218438,"22_18_WF_0115.JPG","22_18_WF_0116.JPG","22_18_WF_0117.JPG","WF","AMERICANPINEMARTEN, AMERICANPINEMARTEN, FISHER, FISHER, FISHER, SOMETHINGHERE"
"101",31428743,5,2,"FOXRED",0.2,188996788,"22_18_WF_0124.JPG","22_18_WF_0125.JPG","22_18_WF_0126.JPG","WF","FOXRED"
"102",31428746,5,2,"SOMETHINGHERE",0.6,189110899,"22_18_WF_0133.JPG","22_18_WF_0134.JPG","22_18_WF_0135.JPG","WF","NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"103",31428747,5,2,"NOTHINGHERE",0.2,189487131,"22_18_WF_0136.JPG","22_18_WF_0137.JPG","22_18_WF_0138.JPG","WF","NOTHINGHERE"
"104",31428766,5,2,"SOMETHINGHERE",0.6,187911974,"22_18_WF_0196.JPG","22_18_WF_0197.JPG","22_18_WF_0198.JPG","WF","NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"105",31428771,5,2,"SOMETHINGHERE",0.2,190372226,"22_18_WF_0211.JPG","22_18_WF_0212.JPG","22_18_WF_0213.JPG","WF","SOMETHINGHERE"
"106",31428784,5,2,"DEERWHITETAILED",0.6,188845532,"22_18_WF_0250.JPG","22_18_WF_0251.JPG","22_18_WF_0252.JPG","WF","DEERWHITETAILED, DEERWHITETAILED, DEERWHITETAILED, NOTHINGHERE, NOTHINGHERE"
"107",31428788,5,2,"NOTHINGHERE",0.2,187749160,"22_18_WF_0262.JPG","22_18_WF_0263.JPG","22_18_WF_0264.JPG","WF","NOTHINGHERE"
"108",31428790,5,3,"DEERWHITETAILED",0.4,190730097,"22_18_WF_0268.JPG","22_18_WF_0269.JPG","22_18_WF_0270.JPG","WF","DEERWHITETAILED, DEERWHITETAILED, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"109",31428791,4,3,"DEERWHITETAILED",0.5,187204794,"22_18_WF_0271.JPG","22_18_WF_0272.JPG","22_18_WF_0273.JPG","WF","DEERWHITETAILED, DEERWHITETAILED, NOTHINGHERE, SOMETHINGHERE"
"110",31428795,5,2,"SOMETHINGHERE",0.2,189400486,"22_18_WF_0283.JPG","22_18_WF_0284.JPG","22_18_WF_0285.JPG","WF","SOMETHINGHERE"
"111",31428796,5,2,"SOMETHINGHERE",0.2,204106463,"22_18_WF_0286.JPG","22_18_WF_0287.JPG","22_18_WF_0288.JPG","WF","SOMETHINGHERE"
"112",31428800,5,2,"SOMETHINGHERE",0.6,187795024,"22_18_WF_0298.JPG","22_18_WF_0299.JPG","22_18_WF_0300.JPG","WF","DEERWHITETAILED, DEERWHITETAILED, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"113",31428835,5,2,"FOXRED",0.6,188658347,"23_03_SH_0031.JPG","23_03_SH_0032.JPG","23_03_SH_0033.JPG","SH","FOXGRAY, FOXGRAY, FOXRED, FOXRED, FOXRED"
"114",31428842,5,2,"NOTHINGHERE",0.2,208651933,"23_03_SH_0052.JPG","23_03_SH_0053.JPG","23_03_SH_0054.JPG","SH","NOTHINGHERE"
"115",31428843,5,2,"DEERWHITETAILED",0.2,188339722,"23_03_SH_0055.JPG","23_03_SH_0056.JPG","23_03_SH_0057.JPG","SH","DEERWHITETAILED"
"116",31428846,5,2,"SOMETHINGHERE",0.2,190611806,"23_03_SH_0064.JPG","23_03_SH_0065.JPG","23_03_SH_0066.JPG","SH","SOMETHINGHERE"
"117",31428848,5,2,"COYOTE",0.2,190694127,"23_03_SH_0070.JPG","23_03_SH_0071.JPG","23_03_SH_0072.JPG","SH","COYOTE"
"118",31428851,5,2,"SOMETHINGHERE",0.2,191565724,"23_03_SH_0079.JPG","23_03_SH_0080.JPG","23_03_SH_0081.JPG","SH","SOMETHINGHERE"
"119",31428852,5,2,"NOTHINGHERE",0.2,205536595,"23_03_SH_0082.JPG","23_03_SH_0083.JPG","23_03_SH_0084.JPG","SH","NOTHINGHERE"
"120",31428861,5,2,"NOTHINGHERE",0.6,189848322,"23_03_SH_0109.JPG","23_03_SH_0110.JPG","23_03_SH_0111.JPG","SH","NOTHINGHERE, NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"121",31428862,5,2,"SOMETHINGHERE",0.2,190100037,"23_03_SH_0112.JPG","23_03_SH_0113.JPG","23_03_SH_0114.JPG","SH","SOMETHINGHERE"
"122",31428863,5,2,"DEERWHITETAILED",0.6,190654534,"23_03_SH_0115.JPG","23_03_SH_0116.JPG","23_03_SH_0117.JPG","SH","DEERWHITETAILED, DEERWHITETAILED, DEERWHITETAILED, SOMETHINGHERE, SOMETHINGHERE"
"123",31428881,5,2,"NOTHINGHERE",0.2,189473668,"24_04_BC_0049.JPG","24_04_BC_0050.JPG","24_04_BC_0051.JPG","BC","NOTHINGHERE"
"124",31428885,5,3,"DEERWHITETAILED",0.6,189292422,"24_04_BC_0061.JPG","24_04_BC_0062.JPG","24_04_BC_0063.JPG","BC","DEERWHITETAILED, DEERWHITETAILED, DEERWHITETAILED, NOTHINGHERE, SOMETHINGHERE"
"125",31428887,5,2,"CHIPMUNK",0.2,191141341,"24_04_BC_0067.JPG","24_04_BC_0068.JPG","24_04_BC_0069.JPG","BC","CHIPMUNK"
"126",31428891,5,2,"SOMETHINGHERE",0.6,188407104,"24_04_BC_0079.JPG","24_04_BC_0080.JPG","24_04_BC_0081.JPG","BC","DEERWHITETAILED, DEERWHITETAILED, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"127",31428897,5,2,"SOMETHINGHERE",0.2,197480346,"25_09_SH_0007.JPG","25_09_SH_0008.JPG",NA,"SH","SOMETHINGHERE"
"128",31428899,5,3,"OTHERSMALLMAMMAL",0.666666666666667,187466453,"25_09_SH_0015.JPG","25_09_SH_0016.JPG","25_09_SH_0017.JPG","SH","NOTHINGHERE, OTHERSMALLMAMMAL, OTHERSMALLMAMMAL, OTHERSMALLMAMMAL, OTHERSMALLMAMMAL, SOMETHINGHERE"
"129",31428906,5,2,"SQUIRRELGRAY",0.6,188815182,"25_09_SH_0036.JPG","25_09_SH_0037.JPG","25_09_SH_0038.JPG","SH","SOMETHINGHERE, SOMETHINGHERE, SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELGRAY"
"130",31428907,5,2,"SOMETHINGHERE",0.2,203584753,"25_09_SH_0039.JPG","25_09_SH_0040.JPG","25_09_SH_0041.JPG","SH","SOMETHINGHERE"
"131",31428911,5,3,"FOXRED",0.4,187511100,"25_09_SH_0051.JPG","25_09_SH_0052.JPG","25_09_SH_0053.JPG","SH","FOXGRAY, FOXRED, FOXRED, SOMETHINGHERE, SOMETHINGHERE"
